,기준분기코드, 상권구분코드명,상권코드,상권코드명,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수
13,4,전통시장,2130319,성내전통시장,731436,353713,377723,120134,80130,115257,114166,114227,187521,198720,143026,78399,85147,129722,96425,102902,98342,99387,98667,99520,113627,118992
14,4,전통시장,2130318,로데오거리상점가,381567,179019,202548,29357,82373,75471,58588,57107,78673,60077,63587,57677,65397,87318,47512,50086,50474,50975,51222,55923,63001,59886
15,4,전통시장,2130317,마천중앙시장,446769,216374,230395,60001,44659,58165,62138,77094,144713,120623,89977,51523,51652,75237,57756,63718,62026,61636,61430,61234,67139,69586
16,4,전통시장,2130316,마천시장,41063,19791,21273,5432,4223,5302,5949,7084,13074,11533,8163,4617,4501,6729,5520,5892,5751,5734,5723,5684,6117,6161
17,4,전통시장,2130315,문정동 로데오거리 상점가(문정동 로데오거리),615949,294453,321495,88721,94332,121922,99174,90938,120863,139357,127736,85488,85959,106920,70490,91569,92299,91426,91370,90550,80337,78399
18,4,전통시장,2130314,풍납시장,1262187,580028,682157,165203,139494,197548,193257,206539,360145,335919,253940,141102,142421,217998,170807,178975,177295,174166,173576,176761,190521,190892
19,4,전통시장,2130313,방이시장,1005440,461317,544124,129842,145818,211261,169613,141820,207087,302866,210272,107906,104222,149792,130382,144550,142114,141533,141113,141654,145775,148700
20,4,전통시장,2130312,석촌시장,330670,158705,171965,56946,38251,65977,58384,45694,65417,66026,62709,45929,47776,66649,41579,46928,46708,47250,47201,47469,48324,46786
21,4,전통시장,2130311,새마을시장,874348,411780,462568,147333,135019,155051,152428,120792,163723,205645,161387,103740,113468,173337,116772,121896,122300,122189,122267,126214,134924,124558
22,4,전통시장,2130310,강남개포시장,211859,95107,116752,48064,22368,22914,36559,32639,49312,25412,42559,37800,41098,46461,18531,29824,30279,30862,30706,31362,30257,28566
23,4,전통시장,2130309,은마종합상점가,33515,15650,17866,12553,2737,2571,6069,4425,5161,2647,5430,5675,7214,9305,3245,4626,4678,4529,4727,4801,5451,4702
24,4,전통시장,2130308,청담삼익시장,10517,5561,4955,900,1339,2301,2364,1769,1845,2546,2540,1380,1277,1429,1346,1483,1598,1617,1613,1630,1385,1193
25,4,전통시장,2130307,도곡시장,196676,89861,106817,68595,15531,16786,44939,27024,23803,36772,36228,23955,29739,42054,27928,27325,27575,27815,27329,27693,29831,29110
26,4,전통시장,2130306,강남언주로,149667,75406,74261,5544,31329,45931,32210,18529,16124,35176,32961,22792,21356,21770,15612,22305,23599,23415,23558,22104,17810,16877
27,4,전통시장,2130305,논현종합시장,32784,16701,16081,2271,6271,9323,6807,3929,4182,5506,7092,5351,5467,5983,3386,4843,5050,5018,5044,4898,4009,3921
28,4,전통시장,2130304,신사상가,17369,7779,9589,4813,1315,1469,3256,2479,4038,6131,3542,1669,1635,2039,2354,2562,2560,2556,2549,2565,2341,2238
29,4,전통시장,2130303,영동전통시장,426825,215586,211238,21939,101165,108163,83008,53137,59411,74478,78995,61610,63236,93769,54739,59799,64287,64806,65848,67493,56924,47670
30,4,전통시장,2130302,강남시장(강남구 강남시장),57132,27438,29695,4257,14315,13936,10751,7187,6685,7354,10173,9903,10422,13087,6193,7971,8517,8589,8732,8991,8030,6303
31,4,전통시장,2130301,양재시장,73740,36319,37421,9302,10906,17245,13263,9466,13558,11318,15501,12746,12286,14350,7539,10844,11537,11657,11497,11348,8691,8165
32,4,전통시장,2130300,강남터미널지하도상점가3구역,43848,17839,26009,5777,7101,7307,8100,7421,8143,2204,6517,9357,10952,11768,3049,5870,5913,6093,5952,6504,7256,6259
33,4,전통시장,2130299,엔터식스 강남점,42031,17636,24395,6849,6299,7019,8079,6574,7209,3811,6766,8428,9356,10321,3348,5651,5750,5777,5811,6297,6696,6050
34,4,전통시장,2130298,강남터미널지하도상점가2구역,57586,23872,33715,7744,9784,9894,10083,9402,10680,2087,8670,12404,14547,15873,4006,7696,7785,7957,7910,8735,9475,8028
35,4,전통시장,2130297,강남터미널지하도상점가1구역,77401,33231,44170,11739,12776,13013,13339,12220,14313,3536,12169,15946,18751,21059,5939,10432,10574,10741,10788,11890,12511,10466
36,4,전통시장,2130296,남부종합시장,35790,16837,18953,6731,4049,4471,7265,5704,7570,13845,6948,2903,2741,4195,5158,5091,5085,5087,5060,5049,5197,5221
37,4,전통시장,2130295,인헌시장(원당종합시장),278359,128864,149494,28837,57689,54202,39043,39372,59218,59978,50192,31984,36458,59310,40437,39283,38385,38453,38423,39095,42218,42504
38,4,전통시장,2130294,관악중부시장,290078,136202,153875,47117,51376,44183,40430,38020,68952,59384,59282,41603,42269,53665,33876,41756,41557,41416,41357,42023,41027,40941
39,4,전통시장,2130293,봉천중앙시장,55140,26388,28751,5405,13049,9980,7656,7251,11800,7251,10331,8984,9655,12883,6034,7845,7804,7709,7747,7921,8226,7888
40,4,전통시장,2130292,봉천현대시장,117814,54162,63652,24627,13689,18771,20554,14105,26068,21368,22473,16678,18272,25502,13522,16358,15881,16064,16073,16094,18755,18590
41,4,전통시장,2130291,봉천제일종합시장,22292,10664,11628,1653,6215,4321,2519,2855,4731,5523,4289,2597,2678,4111,3095,3143,3128,3115,3123,3150,3297,3336
42,4,전통시장,2130290,영림시장,568922,268107,300817,50938,140541,103321,67733,73928,132462,135101,115964,67084,69172,105003,76598,81180,81595,82042,81621,81701,80811,79975
43,4,전통시장,2130289,봉일시장,64414,30722,33692,7119,12356,11233,8980,9759,14966,14033,12195,7683,8253,13126,9124,9203,9105,8959,8969,8903,9514,9762
44,4,전통시장,2130288,신림현대종합상가,12917,6355,6563,1331,2506,2194,1857,1857,3175,3045,2503,1397,1632,2529,1814,1775,1745,1767,1756,1729,2033,2111
45,4,전통시장,2130287,삼성동 시장(삼성동시장),263311,136438,126872,20526,61873,47225,35418,34899,63368,56754,49874,33524,35615,52630,34916,37742,37725,37678,37311,37699,37752,37404
46,4,전통시장,2130286,신신림시장(삼성동시장),52048,26901,25146,4156,12132,9295,6889,6787,12789,11808,9656,6197,6407,10622,7358,7417,7408,7417,7320,7434,7481,7570
47,4,전통시장,2130285,서원동상점가,942447,495924,446523,71400,333680,192344,119472,97625,127928,131231,148348,126702,152403,241682,142083,124463,123038,127863,128952,140714,154935,142482
48,4,전통시장,2130284,관악종합시장(신원시장),76568,39985,36584,4389,23822,16062,9908,9042,13344,20447,13487,7851,8680,13968,12134,10226,9894,10118,10226,10699,12634,12775
49,4,전통시장,2130283,신원시장,1042157,537060,505097,63401,329325,212401,135749,124796,176487,218453,179292,120901,139382,225002,159126,139000,135783,139544,140545,146955,171145,169184
50,4,전통시장,2130282,난곡 골목형상점가,147673,71009,76665,24067,18816,20648,23400,20885,39857,38629,30037,17242,17560,25346,18860,20209,20454,20194,20215,20390,22538,23674
51,4,전통시장,2130281,우림시장,64673,31578,33094,10177,8936,9517,10262,9015,16764,18919,12667,6513,6476,10764,9332,9116,8986,8987,8934,8887,9636,10127
52,4,전통시장,2130280,신림종합시장,24454,11716,12739,2151,5440,4951,3650,3228,5033,7431,4612,2321,2487,4008,3595,3527,3343,3346,3321,3348,3704,3865
53,4,전통시장,2130279,관악신사시장,453156,213660,239494,34943,109666,87923,59722,62980,97921,140009,94256,44561,44031,67543,62756,65239,62525,62876,62529,62071,66897,71017
54,4,전통시장,2130278,미성동 도깨비시장 골목형상점가,315294,141135,174160,51561,43000,45669,49799,47826,77441,96290,65388,33392,34331,47083,38811,45592,42792,42907,43214,43330,47977,49482
55,4,전통시장,2130277,조원동 펭귄시장(신림중앙시장),223572,108023,115549,20113,45155,42013,34200,32311,49780,64004,46092,24035,23141,35872,30428,32110,31187,31000,30939,30939,32901,34497
56,4,전통시장,2130276,신림중앙시장(조원동 펭귄시장),70293,34435,35860,5901,16465,13512,10591,9366,14460,24896,14619,5863,5314,9150,10453,10232,10072,9952,9939,9858,9881,10364
57,4,전통시장,2130275,강남골목시장,248367,135150,113218,12449,51827,65512,46665,35578,36337,83290,52028,23808,22059,31526,35658,36312,37994,38385,38028,36803,30736,30110
58,4,전통시장,2130274,사당1동먹자골목상점가(사당1동먹자골목),565018,283297,281721,37363,136719,115634,79783,78014,117505,99756,112042,68171,71757,133078,80214,76444,81093,82005,83395,86329,84499,71254
59,4,전통시장,2130273,남성사계시장(남성시장),625122,279365,345756,95917,89169,90530,89835,94912,164760,106376,118896,84242,95766,141086,78756,86984,88701,88585,89313,92225,93432,85879
60,4,전통시장,2130272,사당시장,41968,19042,22926,4601,7476,7864,6793,5507,9727,9008,8430,5438,6069,8041,4983,5974,5909,5945,5887,5861,6199,6192
61,4,전통시장,2130271,남성역골목시장,444399,196676,247723,49318,76418,77843,73740,57841,109239,103920,85383,48762,52606,86811,66914,62875,60137,62939,62668,62945,66233,66601
62,4,전통시장,2130270,흑석시장,90513,41772,48741,14647,15996,12418,13916,12393,21145,13796,18080,13886,14884,19496,10374,12875,13178,13337,13252,13576,12820,11474
63,4,전통시장,2130269,강남시장(동작구 강남시장),42923,20421,22502,6367,11555,4928,5346,5744,8982,10423,7578,5485,6051,8368,5019,6067,6082,6100,5975,5768,6543,6388
64,4,전통시장,2130268,상도전통시장,367411,167618,199793,47611,70485,48045,50297,54823,96151,92390,71701,41629,44622,68389,48681,52245,50349,50858,51201,50390,55915,56454
65,4,전통시장,2130267,본동인정시장(기능상실),136018,63427,72591,18308,18749,24038,22160,19755,33007,55059,27719,11997,11840,14033,15373,19174,18901,19120,19323,19258,20414,19828
66,4,전통시장,2130266,만양로상점가,99300,57150,42150,5880,43513,21503,9295,7875,11233,24466,18725,12403,12583,18063,13061,14267,14563,14446,14598,14731,13994,12700
67,4,전통시장,2130265,노량진중앙시장,83523,47853,35670,4664,39581,17963,7723,5679,7913,16897,15809,11774,12147,16690,10207,11853,12138,12151,12264,12296,12026,10796
68,4,전통시장,2130264,상도약수골목형상점가,227751,103078,124673,49211,30445,36856,33944,30073,47221,40136,47795,28054,32792,47603,31370,33023,32590,32595,32521,32501,32344,32174
69,4,전통시장,2130263,신노량진시장(기능상실),20272,9460,10810,1464,3178,3249,2929,3570,5881,4873,3936,2396,2581,3787,2694,2920,2881,2847,2894,2871,2908,2952
70,4,전통시장,2130262,상도도깨비 골목형상점가,293692,134426,159266,35027,48525,53921,39221,43026,73970,75722,57693,32922,33178,52561,41615,42298,41106,40758,40392,40785,42722,45631
71,4,전통시장,2130261,성대전통시장(성대시장),332546,149629,182919,34270,58976,56381,49681,49120,84119,63177,57979,40928,47919,73743,48800,47708,46902,46358,47408,47035,48883,48254
72,4,전통시장,2130260,신대방1동골목상권,91573,42309,49265,8445,15635,16354,14267,15339,21535,23044,18534,11739,11604,15963,10688,12762,12399,12630,12555,12449,13915,14862
73,4,전통시장,2130259,대신시장,117425,55103,62322,15744,15618,18234,18013,17709,32106,25565,22599,16139,16054,22412,14655,17079,16574,16852,16970,17075,16656,16219
74,4,전통시장,2130258,영진시장A동,36351,16484,19867,6738,4524,6456,6103,5387,7144,9848,7512,4145,4082,6056,4706,5208,5111,4990,4925,4977,5445,5694
75,4,전통시장,2130257,영등포시장기계공구상가,188364,100930,87435,7117,58794,52296,24300,21338,24519,47759,38083,22660,23591,32188,24083,25711,25427,25781,25640,27016,29769,29020
76,4,전통시장,2130256,신동시장,25510,12010,13500,4198,3186,3924,4049,4442,5713,6818,5076,2863,2967,4345,3441,3684,3576,3631,3637,3606,3709,3667
77,4,전통시장,2130255,영등포전통시장,404351,214952,189399,16416,94257,94389,54846,58480,85963,81206,78078,58662,63212,76238,46955,56021,56252,56450,56248,58613,62547,58220
78,4,전통시장,2130254,남서울상가,32941,17453,15488,1394,5979,6382,4577,5548,9061,5230,5989,5351,5944,6798,3629,4568,4635,4614,4597,4812,5121,4594
79,4,전통시장,2130253,영신상가(제일상가),35305,18766,16539,1475,6882,6980,4887,5802,9280,5780,6332,5622,6264,7306,4002,4835,4895,4892,4878,5173,5588,5047
80,4,전통시장,2130252,영등포로타리지하도상점가,55963,28052,27910,2996,14658,12054,8170,7866,10218,8150,9041,9184,10740,12832,6017,7073,7068,7280,7321,8311,9888,9023
81,4,전통시장,2130251,영등포시장지하도상점가,48601,26142,22460,1948,11928,10354,6644,7225,10503,8903,8279,7136,8043,10145,6094,6341,6358,6457,6458,7196,8205,7586
82,4,전통시장,2130250,삼구시장(로타리상가),35305,18766,16539,1475,6882,6980,4887,5802,9280,5780,6332,5622,6264,7306,4002,4835,4895,4892,4878,5173,5588,5047
83,4,전통시장,2130249,동남상가,36488,19213,17276,1763,6618,7401,5155,5911,9641,6674,6801,5634,6179,7150,4052,5095,5158,5170,5146,5346,5567,5006
84,4,전통시장,2130248,영등포역지하도상점가,29966,14880,15086,1872,6547,6231,4751,4548,6016,4284,5925,4846,5338,6493,3081,4052,4162,4210,4273,4556,4612,4101
85,4,전통시장,2130247,우리시장,296860,137777,159083,27744,29160,46059,44708,56440,92747,91577,59238,28629,29936,46704,40778,42483,42071,41079,40103,40189,44337,46601
86,4,전통시장,2130246,영등포청과시장(조광시장),873391,427528,445865,101666,124558,176929,141264,129175,199799,235811,188109,108168,104198,130018,107085,124045,125128,123449,123892,123898,127744,125235
87,4,전통시장,2130245,영일시장,205156,94222,110932,18666,37007,46638,39430,31375,32040,24542,37410,39683,44085,43201,16235,28482,28976,29367,29351,30351,30750,27879
88,4,전통시장,2130244,대림중앙시장,506395,258062,248335,27499,42246,76320,95788,125536,139006,145072,93765,53429,55720,87760,70649,72375,69141,69106,68350,68765,75023,83636
89,4,전통시장,2130243,도림시장,21169,10511,10658,1939,3034,4282,3576,3558,4779,6984,4351,1950,1889,2985,3011,3023,3011,3009,3001,2973,2989,3162
90,4,전통시장,2130242,대림중앙 골목형상점가,408024,205286,202738,28777,37415,64211,75654,95536,106433,107782,76728,45363,47949,74960,55243,57556,55444,55535,54921,55264,61188,68118
91,4,전통시장,2130241,선유도역 골목형상점가,309729,156075,153656,30148,58120,76616,57598,42277,44971,67040,64818,44434,42539,53467,37432,45167,46925,46617,46593,46530,39259,38639
92,4,전통시장,2130240,영등포유통상가,27491,13579,13911,2437,4104,5852,5516,4516,5066,3914,6040,4952,4932,5072,2581,4105,4254,4262,4246,4217,3315,3089
93,4,전통시장,2130239,양남시장,24691,12163,12527,1943,4155,5586,5068,3800,4138,4670,5266,4091,4048,4195,2422,3701,3793,3802,3806,3728,3002,2859
94,4,전통시장,2130238,은행나무시장,329868,153793,176074,46990,36950,42916,50430,56912,95674,75698,64878,40624,45282,63318,40069,46142,45098,45382,45556,44518,50723,52448
95,4,전통시장,2130237,박미시장(기능상실),12910,7234,5675,1321,1670,2244,2394,2312,2969,3470,3055,1392,1333,1892,1768,1849,1924,1929,1895,1906,1730,1676
96,4,전통시장,2130236,비단길현대시장(현대시장),457609,214685,242922,47045,61586,69304,68102,84563,127011,119376,85750,51703,52780,82780,65220,64756,62652,63052,63815,64110,68902,70321
97,4,전통시장,2130235,대명여울빛거리시장(대명시장),142454,70374,72080,15570,21982,23158,22808,27392,31546,22776,24178,20391,23664,33532,17912,19770,20404,20376,20828,21307,21363,18406
98,4,전통시장,2130234,푸른터시장(기능상실),94298,46336,47962,11134,13839,18247,16511,15666,18901,34494,19653,7372,6762,11698,14320,13715,13222,13437,13340,13438,13282,13863
99,4,전통시장,2130233,남문시장,278328,133827,144500,23266,36689,44164,45640,54016,74552,79422,56353,29716,29746,43747,39344,40130,39466,39688,39296,39841,39662,40244
100,4,전통시장,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),155382,78255,77127,9577,27127,32740,25231,28911,31797,31837,28697,21224,22405,31463,19753,21713,21698,21876,21740,22231,23719,22405
101,4,전통시장,2130231,독산동 우시장,154426,81886,72540,15322,25357,33921,25129,25775,28922,31357,32298,21698,21815,28047,19210,22593,22813,22793,22752,22724,20583,20166
102,4,전통시장,2130230,가리봉시장,72324,43459,28865,1158,12101,13699,13718,17172,14479,18688,13658,8346,8759,12868,10006,10229,10277,10099,10124,10060,10264,11272
103,4,전통시장,2130229,남구로시장,679466,332810,346657,55299,61137,96986,111179,137590,217276,153022,126987,87816,95051,129061,87528,97732,96096,95816,95191,95047,97634,101952
104,4,전통시장,2130228,구로시장,167188,87674,79513,11632,18301,27405,32829,31369,45653,21939,29691,28959,33513,37778,15307,23296,23378,23287,23163,23291,24727,26047
105,4,전통시장,2130227,고척골목시장상점가(그라운드 고척),121242,56822,64420,24940,17443,14848,19123,19159,25729,25481,23538,16611,17858,24021,13735,16847,16325,16139,16598,16057,19125,20150
106,4,전통시장,2130226,고척프라자,35484,16515,18969,7369,5025,4405,5715,5600,7370,7865,6723,4505,5010,7140,4243,4958,4775,4740,4756,4674,5643,5937
107,4,전통시장,2130225,개봉중앙시장,480347,219864,260484,75764,56438,64551,71345,72355,139893,139970,91042,47807,49638,81896,69993,68185,65986,66021,65484,66414,72259,76001
108,4,전통시장,2130224,개봉프라자(고척근린시장),6813,3427,3386,603,639,898,1139,1367,2166,1600,1373,840,915,1224,863,990,924,934,961,910,1021,1074
109,4,전통시장,2130223,고척근린시장,121647,58803,62843,16338,12489,15993,19319,21966,35542,24192,22869,15556,17115,25571,16343,17106,16782,17029,16553,16731,18869,18577
110,4,전통시장,2130222,오류시장,36702,17527,19175,4131,7686,7676,5109,5219,6881,8034,6870,4363,4693,7395,5349,4934,4940,5012,5181,5242,5705,5688
111,4,전통시장,2130221,"남부골목시장(남부화곡시장, 남부시장)",543562,244290,299272,63949,67381,88861,90417,82148,150806,136032,102817,61667,68170,101538,73338,76776,74883,74567,74597,75501,83267,83971
112,4,전통시장,2130220,등마루시장,35848,16219,19628,4910,5460,8043,5794,4214,7426,11444,7047,3701,3644,5164,4846,5181,5046,5070,4999,4994,5063,5494
113,4,전통시장,2130219,까치산시장,1251900,584177,667722,120868,219833,234627,206381,172360,297832,268533,252776,142291,157162,249717,181421,177205,177674,178072,179527,178090,182515,178816
114,4,전통시장,2130218,신월중앙시장,58010,26207,31803,9352,8718,10151,10218,7997,11574,10380,10911,9250,9646,11825,5998,8244,8283,8315,8304,8306,8542,8015
115,4,전통시장,2130217,화곡본동시장,139218,64674,74544,20913,21746,24063,22682,17688,32126,31901,27006,16396,18128,27008,18779,19699,19502,19720,19355,19632,20571,20737
116,4,전통시장,2130216,화곡중앙시장,262330,116412,145918,39876,31267,42857,41704,37131,69496,60910,50038,31335,33710,50198,36139,36783,36499,36479,36659,36811,38906,40196
117,4,전통시장,2130215,대원종합시장,59428,26855,32574,9845,7870,8916,9273,8722,14803,11311,10811,7565,9196,12722,7822,8407,8407,8329,8398,8328,8699,8858
118,4,전통시장,2130214,송화벽화시장(송화골목시장),70792,31649,39143,18679,8296,9021,11208,9021,14568,15858,14405,9379,8914,13092,9144,10247,10318,10286,10365,10368,9747,9463
119,4,전통시장,2130213,방신전통시장,119085,54991,64094,16790,11080,19510,18847,18054,34802,22108,22495,16614,18083,25704,14083,16234,15783,15785,16279,15975,18907,20122
120,4,전통시장,2130212,공항시장,191706,97934,93772,16453,42584,39291,29294,26929,37155,42804,40725,27016,25614,33489,22060,27008,27161,27048,27151,28090,27727,27522
121,4,전통시장,2130211,신정2동 골목시장(오목교중앙시장),323554,148928,174627,64003,39604,36127,53152,56235,74433,87860,64298,35880,36913,55913,42690,45624,43823,43751,43826,45296,50123,51113
122,4,전통시장,2130210,목2동시장,386029,177964,208065,39673,62327,84721,60444,53407,85459,103250,75581,41885,43514,69803,51996,54177,52947,53616,52985,54152,58944,59211
123,4,전통시장,2130209,목사랑시장(목4동시장),312786,153548,159238,82836,32851,34026,50239,51184,61650,87074,65602,35472,34970,48946,40722,45618,44129,44381,44424,43936,44648,45650
124,4,전통시장,2130208,목동깨비시장(목3동시장),409298,176347,232951,46154,62500,79344,61218,61788,98294,90999,77476,52473,55476,79263,53613,57576,57578,57477,57207,57933,60684,60842
125,4,전통시장,2130207,신정1동 골목시장(신정제일시장),25435,12021,13413,4410,2994,3790,4448,4211,5581,3465,4925,4191,4332,5659,2862,3564,3554,3572,3579,3625,3868,3673
126,4,전통시장,2130206,신정3동 골목시장,50285,23596,26691,9970,5980,6883,8349,7936,11167,8254,9056,6995,7996,11443,6543,7186,7325,7318,7214,7419,7175,6649
127,4,전통시장,2130205,신곡종합시장(신월6동 골목시장),39307,17968,21339,6630,3770,6209,6515,6117,10066,9276,7599,4599,4934,7393,5506,5580,5504,5473,5505,5508,5906,5830
128,4,전통시장,2130204,경창시장,175004,80577,94429,38797,13906,23115,29257,24522,45406,49073,34465,18558,19422,29447,24037,25089,24188,24453,24305,24453,25876,26643
129,4,전통시장,2130203,서서울 골목형상점가,79497,37138,42358,8368,8732,13086,12335,12869,24107,19655,14640,9234,10115,15153,10698,11224,10827,10784,10822,10784,12337,12718
130,4,전통시장,2130202,신영시장,190502,87343,103159,22074,19521,26748,27969,34657,59532,40379,34486,24602,27878,38812,24343,26986,26311,26148,26525,26600,29196,28738
131,4,전통시장,2130201,월정로시장,136920,65608,71310,15987,12511,19751,21803,23457,43410,39209,27573,14892,15164,22022,18060,19333,19151,18864,18758,19148,20406,21259
132,4,전통시장,2130200,"신월7동 골목시장(약수시장, 우성상가)",62374,28954,33420,7670,5634,7989,9873,10332,20875,9612,10269,8500,10233,15574,8188,8759,8604,8753,8606,8750,9504,9399
133,4,전통시장,2130199,신월3동 골목시장,336631,170071,166560,43672,38098,48329,48766,59719,98048,99443,71675,37746,36049,49791,41929,48658,46904,47402,46419,46400,48886,51962
134,4,전통시장,2130198,아현시장,262986,118045,144942,53038,31400,40856,40594,38872,58224,53469,56829,37244,38264,47037,30144,37803,39709,39047,38867,39035,35392,33132
135,4,전통시장,2130197,마포시장,51964,24874,27089,5504,8192,11132,9920,8585,8633,5252,10887,10508,10121,10824,4373,7872,8523,8483,8348,8298,5578,4861
136,4,전통시장,2130196,공덕시장,34955,16620,18335,3692,5599,7515,6531,5734,5883,6535,7136,6166,5902,6190,3025,5225,5592,5610,5559,5526,3989,3456
137,4,전통시장,2130195,도화동 상점가,866670,410928,455742,76382,140097,196542,161262,129116,163271,146881,162900,133054,134709,188392,100731,121478,126583,126696,127784,129866,123082,111182
138,4,전통시장,2130194,용강동 상점가,448991,213448,235543,80096,41620,79503,94969,63273,89529,111344,93946,56596,55722,77857,53526,64947,65015,65073,64852,65204,62403,61498
139,4,전통시장,2130193,신수시장,29113,13292,15823,5292,3808,4458,5178,4408,5969,7327,6202,3693,3596,4765,3531,4177,4152,4159,4167,4049,4110,4300
140,4,전통시장,2130192,동진시장,49999,21494,28505,3560,18450,10890,6375,4731,5995,12385,9006,5654,6322,9924,6708,6752,6540,6584,6697,7024,8267,8134
141,4,전통시장,2130191,홍대 걷고싶은 거리,561671,249669,312002,76801,225863,109340,66631,42495,40541,66728,75259,85649,109808,153925,70302,70682,73426,75021,76986,85721,96735,83097
142,4,전통시장,2130190,홍대소상공인상점가,475493,218570,256922,63396,197169,88853,53542,35549,36986,86565,63059,62987,81055,118028,63798,59306,58002,60038,61318,69872,88340,78616
143,4,전통시장,2130189,서교시장,82331,37170,45160,11092,32829,15368,9680,6500,6863,14234,11096,11171,14423,20829,10579,10298,10126,10498,10682,12053,15101,13574
144,4,전통시장,2130188,합정시장,69110,31426,37684,6507,18862,16727,10930,7927,8156,9013,11886,11755,11432,16930,8092,9323,9937,9952,10227,10717,9999,8954
145,4,전통시장,2130187,영진시장,42985,19090,23896,3761,10499,10342,7201,5370,5814,8750,8018,6482,6743,8092,4900,6114,6447,6556,6570,6555,5735,5010
146,4,전통시장,2130186,망원시장,407808,173611,234196,37135,73442,88678,71686,47464,89401,105227,74922,47810,52952,75163,51733,55806,54717,55026,54961,56500,65866,64931
147,4,전통시장,2130185,망원월드컵시장,246316,107970,138347,31161,37493,44471,45453,36048,51692,54878,44307,31190,34020,49665,32256,34319,34577,34533,34671,34913,36676,36630
148,4,전통시장,2130184,마포농수산물시장,4691,2247,2444,373,475,851,926,791,1276,122,943,1038,1187,1142,260,565,581,597,634,662,876,776
149,4,전통시장,2130183,상암동상점가,755406,373515,381891,64956,164975,181949,148837,95571,99117,131925,141728,118276,111357,160639,91480,109330,118272,118565,118897,114598,92576,83170
150,4,전통시장,2130182,영천시장,372637,174451,198185,58673,43833,54915,68149,61410,85657,74979,71538,53915,53857,73350,45000,53267,54576,54967,54590,54412,51999,48828
151,4,전통시장,2130181,아현가구거리상점가,944498,464745,479753,95476,141896,200448,199800,146593,160285,167356,208322,156399,166228,156775,89419,142083,152813,153060,151833,145432,101095,98184
