,기준분기코드,상권구분코드명,상권코드,상권코드명,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수
0,4,골목상권,2110332,돌곶이역 3번,2,,,,,,,,,
1,4,전통시장,2130133,우이골목시장(우이시장),4,,,,,,,,,
2,4,골목상권,2110367,강북구청,13,1.0,1.0,,,,,,,
3,4,골목상권,2110797,KT대방빌딩,8,,,,,,,,,
4,4,전통시장,2130277,조원동 펭귄시장(신림중앙시장),2,,,,,,,,,
5,4,골목상권,2111052,암사역 3번(천호동자전거거리),10,1.0,,,,,,,,
6,4,골목상권,2110958,역삼역 4번,4,,,,,,,,,
7,4,골목상권,2110055,황학동벼룩시장,5,,1.0,,,,,,,
8,4,골목상권,2110435,서울과학기술대,2,,,,,,,,,
9,4,골목상권,2110957,언북중학교,7,,,4.0,,,,,,
10,4,전통시장,2130104,전곡시장,6,,1.0,,,,,,,
11,4,골목상권,2110633,개화산역 1번,8,,1.0,,,,,,,
12,4,전통시장,2130296,남부종합시장,1,,,,,1.0,,,,
13,4,전통시장,2130017,동대문상가C동,1,,,,,,,,,
14,4,골목상권,2110133,서울교통공사,2,1.0,,,,,,,,
15,4,골목상권,2110160,광진경찰서,2,1.0,,,,,,,,
16,4,골목상권,2110524,연희세브란스병원,4,,,,,,,,,
17,4,골목상권,2110217,자동차부품상가,1,,,,,,,,,
18,4,전통시장,2130090,청량리종합시장,9,,,,,,,,,
19,4,골목상권,2110417,월계역 3번,3,,,,,,,,,
20,4,골목상권,2110341,북한산우이역 2번,13,,,1.0,,,,,,
21,4,골목상권,2110971,선정릉역 4번,1,,1.0,,,,,,,
22,4,전통시장,2130009,마전교지하쇼핑센터(구 한일상가),2,,,,,1.0,,,,
23,4,골목상권,2110616,양목초등학교,1,,,,,,,,,
24,4,전통시장,2130001,통인시장,2,,1.0,,,,,,,
25,4,골목상권,2111024,경찰병원역 4번(건너말공원),1,,,,,,,,,
26,4,골목상권,2110343,무너미어린이공원,11,,,,,,,,,
27,4,전통시장,2130021,신설종합시장,1,,,,,1.0,,,,
28,4,골목상권,2110894,관악동부센트레빌아파트(은천로35라길),1,,,,,,,,,
29,4,골목상권,2110231,장안교,2,,,,,,,,,
30,4,전통시장,2130028,을지입구지하상가(을지로지하보도쇼핑센터),1,,,,,,,,,
31,4,전통시장,2130039,청계6가 지하도상가,1,,,,,,,,,
32,4,골목상권,2110148,어린이대공원역 3번,1,,,,,,,,,
33,4,골목상권,2110573,신촌역 6번,1,,,,,,,,,
34,4,전통시장,2130289,봉일시장,3,,,,,,,,,
35,4,골목상권,2110949,한남IC,3,,,,,,,,,
36,4,골목상권,2110939,양재역 8번(양재동우체국),23,,,1.0,,,,,,
37,4,골목상권,2110480,연신내역 3번,5,,,,,,,,,
38,4,전통시장,2130161,증산종합시장,2,,,,,1.0,,,,
39,4,골목상권,2110474,세명컴퓨터고등학교,11,1.0,,,,1.0,,,,
40,4,발달상권,2120112,등촌역,46,1.0,5.0,,,,,,,
41,4,전통시장,2130210,목2동시장,26,1.0,1.0,,,,,,,
42,4,골목상권,2110703,개봉역,31,,1.0,,,,,,,
43,4,발달상권,2120108,신정네거리역,66,1.0,3.0,,,,,,,
44,4,골목상권,2110602,신월시영아파트중문,9,,1.0,,,,,,,
45,4,골목상권,2110662,까치산역 1번,24,1.0,,,,,,,,
46,4,골목상권,2110677,등촌역 1번,1,,,,,,,,,
47,4,골목상권,2110645,우장산역 4번,29,2.0,,,,,11.0,,,
48,4,골목상권,2110665,곰달래도서관,15,1.0,,,,,,,,
49,4,발달상권,2120119,발산역(마곡),105,,7.0,,,,,,,
50,4,골목상권,2110667,가양역 10번,16,,,,,,,,,
51,4,골목상권,2110668,화곡2동주민센터,21,2.0,,,,,,,,
52,4,골목상권,2110664,강서구청옆,5,,,,,,,,,
53,4,발달상권,2120129,구로디지털단지,76,5.0,16.0,,,,,,,
54,4,발달상권,2120127,구로구청,22,1.0,3.0,,,,,,,
55,4,발달상권,2120130,구로디지털단지역,50,,1.0,,,,,,,
56,4,발달상권,2120124,개봉동 현대아파트,66,4.0,2.0,,,1.0,,,,
57,4,전통시장,2130225,개봉중앙시장,25,1.0,2.0,,,1.0,,,,
58,4,골목상권,2110682,온수역 8번,14,,1.0,,,,,,,
59,4,골목상권,2110202,전농1동주민센터(전농시장),9,1.0,,,,,,,,
60,4,골목상권,2110752,한울중학교,30,,,,,,,,,
61,4,발달상권,2120134,구로전화국,40,,1.0,,,,,,,
62,4,골목상권,2110849,이수역 10번,15,1.0,,,,1.0,,,,
63,4,골목상권,2110754,삼성산자연공원(서울금천초등학교),16,1.0,,,,,,,,
64,4,골목상권,2110621,목동역 5번,6,,,,,,,,,
65,4,골목상권,2110022,경신고등학교,9,,,2.0,,,,,,
66,4,골목상권,2110846,남성역 1번,34,4.0,,,,,,,,
67,4,전통시장,2130265,노량진중앙시장,3,,,,,,,,,
68,4,발달상권,2120188,압구정역,213,,14.0,,1.0,,,,,
69,4,골목상권,2110904,이수역 5번,7,,,,,,,,,
70,4,골목상권,2110906,서문여고,7,1.0,,,,,,,,
71,4,발달상권,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",25,2.0,1.0,,,,,,,
72,4,골목상권,2110037,신설동역 12번,16,,,,,,,,,
73,4,발달상권,2120232,송파나루역,22,,1.0,,,,,,,
74,4,골목상권,2110184,용두사거리,8,,,,,,,,,
75,4,발달상권,2120081,노원역,217,2.0,9.0,,,,,,,
76,4,골목상권,2111034,오동나무공원(송파레미니스1단지),9,,,,,,,,,
77,4,골목상권,2110413,누원고등학교,12,1.0,1.0,,,,,,,
78,4,골목상권,2110955,논현초등학교,12,,,,,,,,,
79,4,발달상권,2120245,둔촌역,80,2.0,5.0,1.0,,,,,,
80,4,골목상권,2111063,강동구립 천호도서관,18,1.0,,,,,,,,
81,4,전통시장,2130319,성내전통시장,5,,,,,,,,,
82,4,골목상권,2110065,남정초등학교,4,,,,,,,,,
83,4,발달상권,2120021,시청역_8번,53,,15.0,,,,,,,
84,4,골목상권,2110092,NH농협은행 보광동지점,16,,1.0,,,,,,,
85,4,발달상권,2120139,대림3동사거리,43,1.0,4.0,1.0,,,,,,
86,4,발달상권,2120047,한남오거리,46,3.0,6.0,,,1.0,,,,
87,4,전통시장,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",15,,4.0,,,3.0,,,,
88,4,발달상권,2120013,이화사거리,28,1.0,1.0,3.0,,,,,,
89,4,발달상권,2120055,군자역,93,2.0,6.0,,,,,,,
90,4,골목상권,2110162,군자역 4번,3,,,,,,,,,
91,4,골목상권,2110140,건대입구역 6번,24,,2.0,,,,,,,
92,4,전통시장,2130025,삼익패션타운(남대문시장),10,,1.0,,,,,,,
93,4,발달상권,2120022,북창동(시청역_6번),45,3.0,3.0,,,,,,,
94,4,관광특구,1001493,동대문패션타운 관광특구,149,3.0,12.0,,,3.0,17.0,,,
95,4,발달상권,2120043,서울역,101,4.0,7.0,,,,,,,
96,4,골목상권,2110042,남산골공원옆,5,,,,,,,,,
97,4,골목상권,2110048,장충동주민센터,11,2.0,1.0,,,,,,,
98,4,골목상권,2110089,서빙고동주민센터,4,1.0,,,,,,,,
99,4,발달상권,2120051,뚝섬역,39,1.0,3.0,1.0,,,,,,
100,4,골목상권,2110057,황학코아루아파트,14,,,,,,,,,
101,4,골목상권,2110256,면목2동체육관,36,,,,,7.0,,,,
102,4,골목상권,2110152,중곡어린이공원,6,,,,,,,,,
103,4,골목상권,2110244,중화역 4번,18,,1.0,,,1.0,,,,
104,4,골목상권,2110247,먹골역 1번,21,2.0,,,,,,,,
105,4,골목상권,2110175,푸른동산공원,8,,,,,,,,,
106,4,골목상권,2110180,광진정보도서관,11,1.0,1.0,,,,,,,
107,4,골목상권,2110252,장안제일시장,16,,1.0,,,2.0,,,,
108,4,골목상권,2110307,길음역 7번,27,,2.0,,,,,,,
109,4,골목상권,2110356,덕수교,8,,,,,,,,,
110,4,골목상권,2110275,하나은행 망우동지점,10,,1.0,,,1.0,,,,
111,4,골목상권,2110249,중화역 1번,22,,,,,,,,,
112,4,골목상권,2110313,안암역 3번,23,,2.0,1.0,,,,,,
113,4,골목상권,2110299,정릉역 1번,23,,,,,,,,,
114,4,골목상권,2110322,장위1동주민센터,16,,1.0,,,,,,,
115,4,전통시장,2130121,길음시장,4,,2.0,,,1.0,,,,
116,4,골목상권,2110321,동덕여대,5,1.0,,,,,,,,
117,4,골목상권,2110329,우리은행체육관,8,,,,,,,,,
118,4,발달상권,2120071,성북구청,14,,,1.0,,,,,,
119,4,골목상권,2110335,석계역 7번,37,4.0,1.0,,,,,,,
120,4,전통시장,2130132,삼양골목시장(삼양시장),31,1.0,,,,,,,,
121,4,골목상권,2110374,송중초등학교,22,1.0,,,,,,,,
122,4,골목상권,2110550,합정역 8번,16,,,,,,,,,
123,4,발달상권,2120105,상수역(홍대),28,2.0,1.0,3.0,,,,,,
124,4,골목상권,2110778,구로디지털단지역 4번,32,1.0,1.0,,,,,,,
125,4,골목상권,2110502,남가좌파출소,23,1.0,1.0,,,,,,,
126,4,골목상권,2110578,대흥역 2번,20,4.0,,,,,,,,
127,4,골목상권,2110571,신수동주민센터,8,2.0,,,,,,,,
128,4,골목상권,2110511,연희초등학교,13,,,,,,,,,
129,4,골목상권,2110854,조원동주민센터,5,2.0,,,,,,,,
130,4,골목상권,2110555,홍익지구대,6,,,,,,,,,
131,4,전통시장,2130185,망원월드컵시장,13,,,,,,,,,
132,4,전통시장,2130246,영등포청과시장(조광시장),13,,,,,,,,,
133,4,골목상권,2110589,애오개역 3번,11,,1.0,,,,,,,
134,4,골목상권,2110795,도림초등학교,10,1.0,,,,,,,,
135,4,전통시장,2130295,인헌시장(원당종합시장),18,1.0,,,,1.0,,,,
136,4,발달상권,2120160,사당역(사당),83,2.0,4.0,1.0,,,,,,
137,4,골목상권,2110885,영락고등학교,18,,,,,,,,,
138,4,전통시장,2130276,신림중앙시장(조원동 펭귄시장),4,,,,,1.0,,,,
139,4,전통시장,2130290,영림시장,30,1.0,1.0,,,1.0,,,,
140,4,전통시장,2130149,창동신창시장,12,1.0,,,,,,,,
141,4,발달상권,2120211,도성초등학교,27,,1.0,1.0,,,,,,
142,4,발달상권,2120220,대치역,72,1.0,8.0,,,,,,,
143,4,발달상권,2120218,코엑스,22,,6.0,,,,,,,
144,4,골목상권,2110437,당고개역 2번,18,1.0,,,,,,,,
145,4,발달상권,2120206,개나리아파트,45,2.0,4.0,,,,,,,
146,4,발달상권,2120067,장안동사거리,92,1.0,3.0,,,,,,,
147,4,골목상권,2110257,상봉역 7번,11,2.0,,,,,,,,
148,4,골목상권,2110405,방학역 1번,23,,1.0,,,,,,,
149,4,발달상권,2120168,서울고교교차로,14,1.0,2.0,,,,,,,
150,4,골목상권,2110394,방학중학교,12,2.0,,,,,,,,
151,4,골목상권,2110672,백석중학교,1,,,,,,,,,
152,4,골목상권,2111086,한영중고,11,,,,,,,,,
153,4,골목상권,2110960,은광여고,3,,,,,,,,,
154,4,골목상권,2110016,평창동동측,39,2.0,1.0,1.0,,,,,,
155,4,골목상권,2110216,전농중학교,12,,,,,,,,,
156,4,골목상권,2110419,수락산디자인거리,22,1.0,,,,,,,,
157,4,골목상권,2110073,삼각지역 3번,5,,,,,,,,,
158,4,전통시장,2130248,영등포역지하도상점가,11,1.0,,,,,,,,
159,4,골목상권,2110491,불광중학교,7,,,,,,,,,
160,4,골목상권,2110615,신서초등학교,3,1.0,,,,,,,,
161,4,골목상권,2110614,목동로데오거리,3,,,,,,,,,
162,4,골목상권,2110678,염창무학아파트,6,,,,,,,,,
163,4,골목상권,2110940,양재근린공원(양재2동주민센터),2,,,,,,,,,
164,4,골목상권,2110715,구로구민회관,8,,,,,,,,,
165,4,골목상권,2110753,시흥동 은행나무사거리,26,1.0,,,,,,,,
166,4,골목상권,2111087,고덕중학교(고덕2동주민센터),6,1.0,,,,,,,,
167,4,골목상권,2111014,송파나루역 2번,3,,,,,,,,,
168,4,골목상권,2111080,굽은다리역 3번,13,1.0,,,,,,,,
169,4,골목상권,2111051,천호역 6번,6,1.0,,,,,,,,
170,4,골목상권,2110063,효창공원앞역 5번,20,,,,,,,,,
171,4,골목상권,2110111,대현산장미원,5,,,,,,,,,
172,4,골목상권,2110091,리움미술관,3,3.0,,,,,,,,
173,4,발달상권,2120025,롯데백화점(시청광장 지하쇼핑센터),19,,2.0,,1.0,,,,,
174,4,골목상권,2110077,삼광초등학교,5,,,,,,,,,
175,4,골목상권,2110246,월드순복음교회,7,,,,,,,,,
176,4,골목상권,2110259,사가정역 1번,16,,,,,,,,,
177,4,골목상권,2110295,정릉우체국,18,1.0,1.0,,,,,,,
178,4,골목상권,2110293,삼선중학교,7,,,,,,,,,
179,4,골목상권,2110401,도봉구민회관,8,2.0,1.0,,,,,,,
180,4,골목상권,2110525,홍은종합사회복지관,10,1.0,,,,,,,,
181,4,골목상권,2110541,동교초등학교,14,1.0,,,,,,,,
182,4,골목상권,2110557,홍대부속여중고앞,15,,,,,,,,,
183,4,전통시장,2130244,대림중앙시장,2,,,,,,,,,
184,4,전통시장,2130280,신림종합시장,1,,,,,1.0,,,,
185,4,골목상권,2110878,미림여고,5,1.0,,,,,,,,
186,4,골목상권,2110956,언주역 8번,2,,,,,,,,,
187,4,전통시장,2130002,세종마을음식문화거리(금천교시장),20,,,,,,,,,
188,4,전통시장,2130147,쌍문역동측상점가,11,,1.0,,,,,,,
189,4,골목상권,2110248,먹골파출소,3,1.0,,,,,,,,
190,4,전통시장,2130169,대조시장,21,1.0,,,,,,,,
191,4,전통시장,2130170,제일시장,21,,1.0,,,,,,,
192,4,골목상권,2110609,신정네거리역 2번,3,,,,,,,,,
193,4,골목상권,2110644,신광명마을,5,,,,,,,,,
194,4,골목상권,2110829,장승배기역 5번,5,1.0,,,,,,,,
195,4,골목상권,2110851,경문고등학교(동작동성당),7,,,,,,,,,
196,4,골목상권,2111036,투구봉어린이공원,4,,,,,,,,,
197,4,골목상권,2110980,개포지구대옆,1,,,,,,,,,
198,4,전통시장,2130015,창신골목시장,10,1.0,1.0,,,,,,,
199,4,전통시장,2130043,제일평화시장,3,,1.0,,,1.0,,,,
200,4,전통시장,2130054,황학동주방가구거리상점가,7,,,,,,,,,
201,4,골목상권,2110271,신내역 1번,3,,,,,,,,,
202,4,골목상권,2110306,미아초등학교,4,,,,,,,,,
203,4,골목상권,2110363,송천동주민센터,5,2.0,,,,,,,,
204,4,골목상권,2110563,상수역 3번,2,,,,,,,,,
205,4,전통시장,2130197,마포시장,2,,,,,1.0,,,,
206,4,골목상권,2110793,대림썬프라자,4,,,,,2.0,,,,
207,4,골목상권,2110900,낙성대역 1번(관악구민 종합체육센터),7,,,,,1.0,,,,
208,4,발달상권,2120176,논현역 4번,4,1.0,,,,,,,,
209,4,전통시장,2130101,답십리현대시장,5,,,,,2.0,,,,
210,4,골목상권,2110027,혜화역 1번,5,,,1.0,,,,,,
211,4,골목상권,2110208,시조사삼거리,6,,,,,,,,,
212,4,골목상권,2110722,G타워,5,,,,,,,,,
213,4,발달상권,2120163,사당역 11번(사당역먹자골목),2,1.0,,,,,,,,
214,4,전통시장,2130075,노룬산시장(노룬산골목시장),6,,,,,1.0,,,,
215,4,골목상권,2110816,대방역 6번,8,1.0,,,,,,,,
216,4,골목상권,2110796,한림대학교한강성심병원,1,,,,,,,,,
217,4,골목상권,2110181,신설동역 9번,6,1.0,1.0,,,,,,,
218,4,골목상권,2110723,가산디지털단지역 1번 출입구,4,,,,,,,,,
219,4,골목상권,2110982,강남구보훈회관,1,,,,,,,,,
220,4,골목상권,2110141,건대입구역 1번,3,,,,,,,,,
221,4,전통시장,2130151,신도봉시장,1,,,,,1.0,,,,
222,4,골목상권,2110772,신우어린이공원,2,,,,,,,,,
223,4,골목상권,2110650,우장산힐스테이트,5,,,,,,,,,
224,4,골목상권,2110925,서초중학교,2,,,,,,,,,
225,4,골목상권,2111025,경찰병원역 3번,1,,,,,,,,,
226,4,골목상권,2111065,천일초등학교,1,,,,,,,,,
227,4,전통시장,2130130,수유북부골목시장,1,,,,,1.0,,,,
228,4,발달상권,2120196,서울세관,36,4.0,5.0,,,,,,,
229,4,발달상권,2120090,연신내역,98,,5.0,,,,,,,
230,4,골목상권,2110458,선일여고,17,,,,,,,,,
231,4,골목상권,2110464,연신내역 5번,10,1.0,,,,,,,,
232,4,골목상권,2110472,연신내역 4번,14,,,,,,,,,
233,4,발달상권,2120087,응암역,25,1.0,,,,,,,,
234,4,골목상권,2110626,양화초등학교,7,,,,,,,,,
235,4,골목상권,2110595,메디힐병원,21,3.0,,,,,,,,
236,4,전통시장,2130205,신곡종합시장(신월6동 골목시장),15,,1.0,,,,,,,
237,4,골목상권,2110596,서서울호수공원,3,,,,,,,,,
238,4,골목상권,2110625,신정2동주민센터,24,3.0,,,,,,,,
239,4,발달상권,2120110,목동역 8번출구,71,,6.0,,,,,,,
240,4,골목상권,2110635,공항시장역 3번,18,,,,,,,,,
241,4,골목상권,2110676,등촌역 7번,2,,,,,,,,,
242,4,골목상권,2110679,염창역 2번,10,,,,,,,,,
243,4,골목상권,2110712,남구로역 5번,27,,,,,,,,,
244,4,골목상권,2110697,개봉3동주민센터,7,,,,,,,,,
245,4,골목상권,2110639,신방화역 8번,5,,,,,,,,,
246,4,골목상권,2110640,방화역 1번,25,5.0,,,,,,,,
247,4,전통시장,2130216,화곡중앙시장,17,,1.0,,,,,,,
248,4,골목상권,2110711,구로초등학교,14,,1.0,,,1.0,,,,
249,4,골목상권,2110717,남구로역 2번,37,2.0,,,,,,,,
250,4,골목상권,2110681,온수역 1번,20,,,,,,,,,
251,4,골목상권,2110736,독산119안전센터,13,,,,,,,,,
252,4,발달상권,2120133,서울시흥동우체국(홈플러스시흥점),30,2.0,2.0,,,,,,,
253,4,발달상권,2120173,교대역(법원.검찰청),175,1.0,13.0,,,,,,,
254,4,전통시장,2130271,남성역골목시장,28,,1.0,,,,,,,
255,4,전통시장,2130273,남성사계시장(남성시장),39,,1.0,,,,,,,
256,4,발달상권,2120180,양재화물트럭터미널앞,8,,2.0,,,,,,,
257,4,발달상권,2120222,삼성역,88,3.0,15.0,,1.0,,,,,
258,4,골목상권,2110909,남태령역(서울전자고등학교),2,,,,,,,,,
259,4,발달상권,2120203,강남구청역,88,2.0,5.0,,,,,,,
260,4,골목상권,2110212,답십리초등학교,25,,,,,,,,,
261,4,발달상권,2120083,등나무근린공원,33,1.0,2.0,,,,,,,
262,4,발달상권,2120065,회기역,37,,,,,,,,,
263,4,골목상권,2110002,독립문역 1번,18,2.0,,,,,,,,
264,4,골목상권,2110400,도봉구보건소,19,2.0,,,,,,,,
265,4,골목상권,2110606,신한은행 신월동지점,20,,1.0,,,,,,,
266,4,골목상권,2111042,거여역 1번(거여공원),16,1.0,,,,,,,,
267,4,전통시장,2130317,마천중앙시장,9,,,,,,,,,
268,4,골목상권,2111047,마천1치안센터,12,1.0,,,,,,,,
269,4,골목상권,2111005,삼전역 3번,13,,,,,,,,,
270,4,골목상권,2111056,천호태영아파트,9,,,,,,,,,
271,4,골목상권,2111062,둔촌동역 3번(성내3동주민센터),11,,,,,,,,,
272,4,골목상권,2110085,경리단길남측,26,5.0,4.0,,,,,,,
273,4,전통시장,2130110,면목골목시장(면목시장),22,,1.0,,,1.0,,,,
274,4,발달상권,2120094,"신촌역(신촌역, 신촌로터리)",201,3.0,6.0,,1.0,,,,,
275,4,골목상권,2110392,발바닥공원,6,,,,,,,,,
276,4,전통시장,2130068,마장축산물시장,16,2.0,1.0,,,,,,,
277,4,골목상권,2110109,금호삼성래미안아파트,10,,,,,,,,,
278,4,전통시장,2130148,방학동도깨비시장,10,,,,,,,,,
279,4,골목상권,2110014,경복고등학교,9,3.0,,,,,,,,
280,4,발달상권,2120009,종로3가역,163,7.0,6.0,,,,,,,
281,4,발달상권,2120023,서울시청,47,3.0,9.0,,,,,,,
282,4,발달상권,2120027,명동역(명동재미로),46,1.0,2.0,2.0,,,,,,
283,4,발달상권,2120035,퇴계로5가,10,2.0,1.0,,,,,,,
284,4,발달상권,2120034,중구청(퇴계로4가),13,1.0,2.0,,,,,,,
285,4,골목상권,2110056,신당역 3번,24,5.0,1.0,,,,,,,
286,4,골목상권,2110093,우사단길,28,2.0,,,,1.0,,,,
287,4,골목상권,2110075,숙대입구역 1번,15,1.0,,,,,,,,
288,4,골목상권,2110137,성수초등학교,14,1.0,5.0,,,,,,,
289,4,전통시장,2130063,신금호역 골목형상점가,13,,,,,,,,,
290,4,골목상권,2110255,상봉역 4번,18,2.0,,,,,,,,
291,4,골목상권,2110174,아차산역 1번,9,,,,,,,,,
292,4,발달상권,2120068,사가정역,37,1.0,1.0,,,,,,,
293,4,전통시장,2130107,중랑동부시장(중랑교종합상가),1,,,,,,,,,
294,4,골목상권,2110316,숭곡초등학교,31,,1.0,,,,,,,
295,4,골목상권,2110277,러스크서울병원,16,,,,,,,,,
296,4,골목상권,2110327,상월곡역 2번,10,1.0,1.0,,,,,,,
297,4,골목상권,2110304,보문역 4번,16,,,,,,,,,
298,4,골목상권,2110287,정릉3동주민센터,7,1.0,,1.0,,,,,,
299,4,골목상권,2110308,길음역 8번,20,,,,,,,,,
300,4,골목상권,2110330,돌곶이역 1번,4,,,,,,,,,
301,4,골목상권,2110300,삼선동주민센터,21,4.0,1.0,1.0,,,,,,
302,4,골목상권,2110296,성신여대입구역 4번,11,1.0,,,,,,,,
303,4,골목상권,2110315,종암아이파크2차,24,,,,,,,,,
304,4,발달상권,2120011,종로4가,29,2.0,2.0,,,,,,,
305,4,골목상권,2110355,삼양사거리역 2번,24,,,,,,,,,
306,4,발달상권,2120078,미아사거리역,57,1.0,1.0,,1.0,,,,,
307,4,골목상권,2110365,미아역 5번,6,2.0,,,,,,,,
308,4,골목상권,2110371,삼양입구사거리,13,,1.0,,,,,,,
309,4,골목상권,2110348,강북문화예술회관,11,,,,,,,,,
310,4,골목상권,2110350,가오리역 2번,10,2.0,,,,,,,,
311,4,발달상권,2120096,"이화여대(이대역, 이대)",72,2.0,2.0,1.0,,,,,,
312,4,전통시장,2130179,"이화여대 3,5,7길 상점가",3,,,,,,,,,
313,4,전통시장,2130175,신촌 상인회(신촌상점가),5,,,,,,,,,
314,4,골목상권,2110513,연희파출소,12,2.0,2.0,,,,,,,
315,4,골목상권,2110501,연희어린이공원,7,,,,,,,,,
316,4,골목상권,2110564,홍대입구역 3번,4,,,,,,,,,
317,4,전통시장,2130183,상암동상점가,11,2.0,,,,,,,,
318,4,전통시장,2130240,영등포유통상가,4,,1.0,,,,,,,
319,4,골목상권,2110770,영등포구청역 6번,8,,,,,,,,,
320,4,골목상권,2110815,공군호텔,29,2.0,1.0,,,,9.0,,,
321,4,골목상권,2110809,장훈고등학교,12,,,,,,,,,
322,4,골목상권,2110813,보라매역 6번,20,1.0,,,,1.0,,,,
323,4,골목상권,2110804,신풍역 1번,17,2.0,,,,,,,,
324,4,골목상권,2110784,신대림초등학교,4,,,,,,,,,
325,4,골목상권,2110861,관악구신사동주민센터,25,1.0,1.0,1.0,,,,,,
326,4,골목상권,2110896,관악우성아파트,15,,,,,,5.0,,,
327,4,골목상권,2110892,관악구 중앙길,41,1.0,,,,,,,,
328,4,전통시장,2130284,관악종합시장(신원시장),4,,,,,,,,,
329,4,골목상권,2110871,신원동주민센터,12,2.0,,,,,,,,
330,4,전통시장,2130281,우림시장,4,,,,,1.0,,,,
331,4,골목상권,2110874,원신초등학교(구세군관악영문교회),13,,,,,,,,,
332,4,골목상권,2110199,홍릉시장,16,,,,,,,,,
333,4,골목상권,2110421,석계역 1번,20,,,,,,,,,
334,4,골목상권,2110969,베르사이유1아파트,4,,,,,,,,,
335,4,골목상권,2110018,중앙고등학교,13,1.0,,,,,,,,
336,4,골목상권,2110010,평창동서측,36,1.0,,,,,,,,
337,4,골목상권,2110410,방학역 2번,22,,,,,,,,,
338,4,골목상권,2110393,국민은행방학지점,14,,1.0,,,,,,,
339,4,전통시장,2130088,경동시장,15,,2.0,,,3.0,,,,
340,4,골목상권,2110193,고려대역 4번,11,1.0,,,,,,,,
341,4,골목상권,2110204,간데메공원,18,1.0,1.0,,,,,,,
342,4,전통시장,2130153,창동역상점가,15,,,,,,,,,
343,4,골목상권,2110430,중계초등학교,11,,,,,,,,,
344,4,발달상권,2120082,상계백병원,24,1.0,1.0,,,,,,,
345,4,발달상권,2120118,마곡역(마곡),36,,6.0,,,,,,,
346,4,골목상권,2110108,성동구립금호도서관,10,1.0,,,,,,,,
347,4,발달상권,2120137,문래역(문래로데오거리),14,,,,,,,,,
348,4,골목상권,2110684,서울공연예술고등학교,12,,,,,,,,,
349,4,골목상권,2110696,오류동역 1번,8,,,,,,,,,
350,4,골목상권,2110998,은곡마을(은곡마을공원),16,,,,,,,,,
351,4,골목상권,2110498,증산역 1번,5,,,,,,,,,
352,4,골목상권,2110692,큰굴다리,5,,,,,,,,,
353,4,골목상권,2110966,논현2동주민센터,5,,,,,,,,,
354,4,골목상권,2111010,석촌역 7번,7,,,,,,,,,
355,4,전통시장,2130066,행당시장상점가,27,1.0,1.0,,,1.0,,,,
356,4,골목상권,2110237,메가박스 상봉,23,1.0,,,,,,,,
357,4,전통시장,2130089,청량리수산시장,3,,,,,,,,,
358,4,전통시장,2130073,뚝도시장,9,,,,,2.0,,,,
359,4,골목상권,2110083,서빙고역 1번,3,,,,,,,,,
360,4,골목상권,2110311,종암아이파크2차후문,8,,,,,,,,,
361,4,골목상권,2110351,수유북부시장옆,3,1.0,,,,,,,,
362,4,골목상권,2110353,수유동우체국,14,1.0,,,,,,,,
363,4,골목상권,2110536,돈의문센트레빌아파트입구,3,,,,,,,,,
364,4,골목상권,2110520,경의중앙 신촌역,6,,,,,,,,,
365,4,골목상권,2110781,대림한신아파트,6,,,,,,,,,
366,4,전통시장,2130192,동진시장,1,,,,,,,,,
367,4,골목상권,2110567,광흥창역 6번,7,1.0,1.0,,,,,,,
368,4,골목상권,2110767,도림동주민센터,6,1.0,,,,,,,,
369,4,골목상권,2110866,난우중학교,10,1.0,,,,,,,,
370,4,전통시장,2130020,동묘시장(동묘벼룩시장),6,1.0,,,,,,,,
371,4,골목상권,2110412,창동중학교,3,,,,,,,,,
372,4,골목상권,2110221,의릉,8,,,2.0,,,,,,
373,4,골목상권,2110023,서울대병원,10,,,,,,,,,
374,4,골목상권,2110001,이북5도청사,12,1.0,,,,,,,,
375,4,전통시장,2130155,시영B상가(중계 그린아파트 B 상가),3,,,,,,,,,
376,4,골목상권,2110423,석계역 2번,21,,,,,,,,,
377,4,전통시장,2130059,후암시장,11,,,,,,,,,
378,4,골목상권,2111011,잠실나루역,16,,3.0,,,,,,,
379,4,골목상권,2110680,온수역 5번(온수산업단지),10,,,,,,,,,
380,4,골목상권,2111002,한국교통안전공단 강남자동차검사소,5,,,,,,,,,
381,4,골목상권,2110698,개웅초등학교(개웅중학교),14,,,,,,,,,
382,4,골목상권,2110978,도곡2동주민센터(대치중학교),3,1.0,1.0,,,,,,,
383,4,전통시장,2130264,상도약수골목형상점가,2,,,,,,,,,
384,4,골목상권,2110929,남부터미널역 1번,7,,,,,,,,,
385,4,골목상권,2110917,서초소방서,3,,,,,,,,,
386,4,골목상권,2110911,방배배수지체육공원,4,,,,,,,,,
387,4,골목상권,2110045,동대문역사문화공원역 5번,8,,,,,,,,,
388,4,발달상권,2120074,안암역,10,,,,,,,,,
389,4,골목상권,2110285,홍대부중,6,,,,,,,,,
390,4,골목상권,2110530,아현역 1번,2,,,,,,,,,
391,4,전통시장,2130131,동북프라자,8,,,,,,,,,
392,4,골목상권,2110494,증산3교남측,3,,,,,,,,,
